claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy_deductible,annual_premium,days_open,form_defects,fraud_reported
565346304,38,M,1,80,58206.4,1,1,Own,80046,2023-02-12,Sunday,Parking Lot,0,0,69,Broker,0,5.0,Medium,22477.2,gray,15596.55,2955.061829,1000,1622.67,9,5,0
565387776,58,F,1,90,64993.6,1,0,Own,80024,2023-09-23,Saturday,Local,0,1,46,Broker,1,9.0,Large,8729.35,gray,46267.12,6631.689611,500,1082.36,11,6,0
565408512,54,M,0,57,63849.6,0,1,Rent,50025,2023-04-25,Tuesday,Highway,2,1,16,Broker,0,9.0,Compact,15980.52,gray,21774.35,4046.899667,500,1354.2,11,5,0
565429248,40,F,1,78,59003.2,0,0,Own,50055,2023-09-19,Tuesday,Local,2,1,27,Broker,1,4.0,Large,24355.11,other,30571.08,5969.035015,500,1055.6,13,1,0
565470720,54,F,1,74,63865.6,1,1,Own,20113,2023-09-20,Wednesday,Local,3,1,17,Broker,1,7.0,Medium,13057.5,red,17087.26,5143.657868,1000,999.43,11,3,0
565512192,65,F,1,84,66769.6,1,1,Rent,20140,2023-10-13,Friday,Local,0,0,5,Broker,0,6.0,Compact,13713.74,red,22153.18,7369.396279,2000,1155.97,10,5,0
565615872,42,M,1,90,59812.8,0,1,Own,50051,2024-05-19,Sunday,Highway,0,0,21,Broker,0,2.0,Medium,21344.46,other,18850.57,3203.821852,1000,1726.91,10,5,0
565802496,55,M,1,73,64124.8,0,0,Own,20122,2023-09-22,Friday,Local,0,0,1,Broker,0,5.0,Compact,24445.41,other,21269.77,4960.460784,500,1518.54,9,0,0
565843968,31,M,0,85,54969.6,0,1,Own,20115,2023-06-19,Monday,Highway,1,1,96,Broker,1,5.0,Large,44664.41,silver,21138.49,4584.320865,2000,1246.68,11,0,0
565906176,44,M,1,82,60569.6,1,1,Own,80035,2023-05-21,Sunday,Parking Lot,0,0,77,Broker,1,8.0,Medium,18884.07,red,23333.3,3730.406619,1000,1622.67,8,1,0
565947648,42,M,1,31,59788.8,1,0,Rent,50051,2024-12-10,Tuesday,Parking Lot,1,0,89,Broker,1,5.0,Large,44981.24,gray,26565.57,5576.347203,500,1354.2,9,1,1
565968384,42,M,0,83,59809.6,0,1,Own,20149,2023-11-01,Wednesday,Local,1,0,100,Broker,1,2.0,Large,18968.14,gray,28203.91,8141.263163,500,1055.6,8,2,0
565989120,67,F,1,61,67273.6,0,1,Own,80026,2023-08-24,Thursday,Local,4,1,36,Broker,1,7.0,Medium,45338.68,black,31673.96,9917.129168,1000,999.43,7,3,0
566155008,56,M,0,73,64406.4,1,0,Own,50025,2024-04-22,Monday,Local,0,1,39,Broker,1,5.0,Compact,26609.36,other,18558.41,6417.160651,500,1078.65,10,8,0
566300160,63,M,1,87,66280.0,1,1,Own,85005,2023-06-17,Saturday,Local,0,1,9,Broker,1,8.0,Medium,5338.43,blue,25825.66,4995.384267,1000,1622.67,10,2,0
566320896,37,F,1,90,57756.8,0,1,Own,15012,2024-08-02,Friday,Local,0,0,50,Broker,0,7.0,Large,39420.82,red,34769.57,7277.734389,500,1082.36,10,2,0
566424576,35,F,1,83,56881.6,1,1,Rent,80107,2024-04-12,Friday,Local,0,1,50,Broker,1,2.0,Large,32960.26,gray,9768.06,4626.287995,1000,999.43,9,6,1
566466048,33,M,0,75,55945.6,1,0,Rent,50050,2023-09-14,Thursday,Local,0,1,96,Broker,1,3.0,Medium,14827.53,blue,29004.16,6173.671344,1000,1726.91,8,5,1
566507520,40,F,1,52,59033.6,1,1,Own,20148,2024-08-27,Tuesday,Local,3,1,51,Broker,1,1.0,Medium,54623.3,gray,22792.48,471.3637432,500,1078.65,11,7,0
566631936,43,M,1,73,60174.4,0,0,Own,20152,2024-12-23,Monday,Local,0,0,80,Broker,1,3.0,Medium,36453.81,other,11943.78,4323.727289,1000,1324.78,10,3,0
566694144,54,M,0,80,63827.2,1,1,Own,50034,2023-06-08,Thursday,Parking Lot,0,1,75,Broker,0,2.0,Compact,29417.34,silver,25133.77,4464.190794,500,1518.54,10,3,0
566777088,42,M,1,78,59828.8,1,1,Rent,85060,2024-10-06,Sunday,Local,0,0,13,Broker,1,3.0,Compact,24032.09,silver,14643.58,8405.904136,2000,1239.06,12,2,0
566860032,43,F,1,63,60188.8,0,0,Rent,15017,2024-02-21,Wednesday,Parking Lot,1,0,1,Broker,1,6.0,Compact,9000.94,blue,36603.9,5410.315099,500,1082.36,8,3,0
566942976,42,M,0,86,59816.0,1,0,Own,85045,2024-01-24,Wednesday,Parking Lot,0,0,94,Broker,1,5.0,Large,17263.57,white,20739.45,1449.23509,500,1354.2,10,4,1
566963712,38,F,1,74,58204.8,0,0,Own,20151,2023-06-14,Wednesday,Parking Lot,0,0,50,Broker,0,3.0,Compact,10288.85,gray,30020.63,5302.908332,500,1055.6,11,3,1
567046656,36,M,1,85,57315.2,1,1,Rent,20124,2023-12-07,Thursday,Highway,1,1,69,Broker,1,4.0,Medium,26810.39,silver,21149.98,2379.416073,2000,1155.97,11,3,0
567067392,37,M,1,76,57760.0,1,1,Rent,50021,2023-04-27,Thursday,Parking Lot,3,0,33,Broker,1,4.0,Medium,25812.09,gray,53207.47,6773.443312,1000,1726.91,10,6,0
567108864,45,M,1,92,60912.0,0,1,Own,50056,2023-09-23,Saturday,Parking Lot,0,0,3,Broker,0,8.0,Compact,23878.82,silver,37659.85,4948.51579,500,1232.57,9,4,0
567150336,41,M,1,59,59425.6,1,1,Own,20148,2023-11-14,Tuesday,Highway,0,0,9,Broker,0,5.0,Large,19827.8,blue,7357.94,3300.880387,500,1078.65,11,3,0
567233280,45,F,0,97,60915.2,1,0,Rent,15046,2024-06-20,Thursday,Highway,0,0,12,Broker,1,3.0,Medium,29146.76,other,17523.55,6009.199772,1000,1324.78,10,5,0
567523584,40,F,0,76,59032.0,1,0,Rent,80030,2023-04-07,Friday,Parking Lot,2,1,4,Broker,1,3.0,Medium,15624.73,blue,26183.47,1832.507201,500,1055.6,10,6,0
567565056,50,M,1,43,62593.6,1,1,Own,15012,2024-11-14,Thursday,Parking Lot,0,0,97,Broker,0,4.0,Compact,50494.39,blue,24041.36,7676.369193,2000,1155.97,10,7,0
567876096,36,F,1,63,57363.2,1,0,Rent,80026,2024-01-23,Tuesday,Parking Lot,0,0,26,Broker,1,1.0,Large,12918.47,black,39398.87,3178.946935,500,1518.54,11,4,0
567917568,67,M,1,75,67262.4,1,1,Rent,50023,2023-05-19,Friday,Local,0,0,96,Broker,1,5.0,Large,9718.27,red,15965.35,5590.523926,2000,1239.06,10,6,0
568041984,45,F,1,79,60907.2,1,0,Rent,15020,2023-03-31,Friday,Local,2,0,21,Broker,1,9.0,Medium,18231.1,other,55492.26,2436.433782,500,1082.36,10,6,0
568062720,43,F,0,74,60174.4,1,0,Own,15001,2023-03-05,Sunday,Local,0,0,0,Broker,0,4.0,Compact,33699.97,gray,6223.48,6201.514262,500,1354.2,9,8,1
568083456,70,M,1,82,68016.0,1,1,Own,80003,2024-03-10,Sunday,Parking Lot,0,1,51,Broker,1,9.0,Medium,35097.91,white,10517.19,1369.818091,500,1055.6,10,2,0
568332288,40,F,1,48,59012.8,1,1,Rent,80109,2023-01-01,Sunday,Parking Lot,3,1,22,Broker,1,4.0,Medium,20256.98,red,12155.4,2382.055179,1000,999.43,9,9,0
568415232,39,F,1,97,58614.4,1,0,Own,85004,2024-04-28,Sunday,Parking Lot,1,0,76,Broker,0,3.0,Medium,16225.33,gray,25085.32,7050.186577,500,1232.57,10,7,0
568477440,31,F,0,74,54966.4,0,1,Own,85016,2024-10-11,Friday,Parking Lot,1,1,91,Broker,0,8.0,Compact,37360.72,silver,19159.47,5562.886488,500,1078.65,8,2,0
568498176,48,M,1,79,61929.6,0,1,Own,80012,2024-08-30,Friday,Parking Lot,1,0,97,Broker,1,3.0,Compact,22833.52,other,25404.08,4050.374904,1000,1324.78,10,4,0
568560384,53,M,0,85,63524.8,1,0,Rent,15032,2024-12-04,Wednesday,Parking Lot,1,1,16,Broker,1,7.0,Large,34367.71,red,19287.33,4072.901645,500,1518.54,11,5,1
568643328,53,M,1,60,63523.2,1,1,Rent,15004,2024-08-24,Saturday,Parking Lot,1,0,80,Broker,1,6.0,Medium,9062.93,white,23002.18,4920.05689,2000,1246.68,11,5,1
568664064,43,M,0,87,60171.2,0,1,Rent,20101,2024-05-05,Sunday,Parking Lot,0,1,1,Broker,0,8.0,Medium,33257.92,silver,33360.63,7861.994706,1000,1622.67,11,7,0
568705536,56,M,1,97,64404.8,1,0,Rent,85077,2024-09-17,Tuesday,Local,5,0,94,Broker,1,4.0,Large,23852.01,blue,6358.42,1643.256918,500,1082.36,13,7,0
568788480,49,M,1,83,62288.0,1,0,Own,85078,2024-12-05,Thursday,Parking Lot,0,0,96,Broker,0,4.0,Large,11776.31,black,19904.89,2471.008892,500,1055.6,10,7,0
568850688,43,M,1,66,60174.4,1,0,Rent,20152,2024-11-17,Sunday,Local,1,1,53,Broker,1,2.0,Medium,30688.0,white,33409.2,2675.935684,1000,1726.91,9,1,0
568975104,52,F,1,67,63201.6,1,0,Rent,80014,2023-07-28,Friday,Local,0,1,98,Broker,1,5.0,Compact,10891.43,gray,18902.96,7483.036989,500,1518.54,11,3,0
569348352,50,M,1,86,62564.8,1,1,Rent,85070,2023-07-26,Wednesday,Local,0,1,83,Broker,0,4.0,Large,10775.68,black,7184.15,2667.062051,500,1354.2,10,4,0
569431296,30,M,1,52,54420.8,1,0,Own,80110,2024-02-26,Monday,Local,0,*,30,Broker,1,4.0,Medium,18298.11,red,13671.14,4750.640727,500,1055.6,11,2,0
569472768,57,M,0,47,64694.4,0,0,Own,50002,2024-08-22,Thursday,Parking Lot,0,*,81,Broker,0,4.0,Large,17561.64,silver,25888.39,4322.662514,1000,999.43,10,0,0
569680128,43,F,0,26,60214.4,1,0,Own,80033,2023-11-02,Thursday,Local,0,0,84,Broker,1,2.0,Large,13512.13,white,54022.51,1653.30839,500,1078.65,11,2,0
569742336,31,F,1,66,54937.6,1,1,Own,85077,2024-05-14,Tuesday,Highway,0,0,50,Broker,1,10.0,Large,25120.73,white,25365.53,2203.258929,2000,1239.06,11,5,0
569825280,53,F,0,84,63523.2,1,1,Rent,85015,2024-10-19,Saturday,Parking Lot,0,0,100,Broker,1,3.0,Compact,8002.37,red,17784.63,3949.443353,1000,1622.67,12,6,1
569887488,41,M,1,82,59467.2,1,0,Rent,85074,2023-01-03,Tuesday,Parking Lot,0,0,2,Broker,1,6.0,Compact,26280.15,silver,35043.49,2458.914796,500,1055.6,9,2,0
570240000,54,F,1,63,63825.6,1,1,Own,85063,2023-03-02,Thursday,Local,0,0,19,Broker,0,9.0,Medium,28094.38,blue,10918.7,8596.996851,1000,1726.91,11,3,0
570385152,43,F,0,86,60177.6,1,1,Own,80044,2024-02-13,Tuesday,Local,1,0,50,Broker,1,3.0,Medium,20765.0,gray,26433.9,2077.27218,500,1232.57,8,6,0
570426624,41,F,1,88,59403.2,0,0,Own,85026,2024-08-18,Sunday,Local,0,0,28,Broker,0,3.0,Large,10954.72,gray,11398.11,2923.494208,1000,1324.78,10,4,0
570488832,36,F,0,79,57352.0,1,1,Own,80106,2023-01-18,Wednesday,Highway,0,0,97,Broker,0,3.0,Compact,16970.54,silver,16649.98,6413.905063,2000,1239.06,11,2,0
570509568,36,F,1,74,57329.6,1,1,Own,20138,2023-09-18,Monday,Local,0,0,21,Broker,0,5.0,Large,16408.62,black,24373.98,9047.492541,2000,1246.68,11,5,0
570654720,39,M,1,67,58625.6,0,1,Own,50005,2024-04-12,Friday,Highway,0,0,51,Broker,0,4.0,Medium,20639.41,gray,5027.3,7536.401652,1000,1622.67,10,3,1
570696192,44,F,0,69,60536.0,1,0,Rent,85077,2023-03-11,Saturday,Local,0,0,53,Broker,1,5.0,Large,49852.67,other,6328.32,3151.760893,500,1082.36,11,0,1
570841344,56,F,1,81,64419.2,1,1,Own,80022,2023-12-24,Sunday,Parking Lot,0,0,41,Broker,0,7.0,Compact,5067.2,blue,24026.31,4424.550686,500,1055.6,10,3,0
571007232,44,M,1,84,60536.0,1,0,Own,20130,2023-06-06,Tuesday,Parking Lot,2,0,85,Broker,1,6.0,Medium,55705.89,white,15239.79,3816.987368,500,1078.65,11,1,1
571152384,34,F,1,82,56427.2,1,1,Rent,15044,2023-06-22,Thursday,Highway,0,0,1,Broker,1,4.0,Compact,20440.43,white,10138.1,6058.335013,1000,1324.78,9,4,1
571235328,31,F,1,67,54952.0,1,0,Rent,85065,2024-09-13,Friday,Highway,0,0,85,Broker,1,7.0,Compact,16569.69,white,6865.25,2767.58009,2000,1239.06,11,3,1
571463424,42,M,1,70,59804.8,1,0,Rent,85012,2023-04-12,Wednesday,Parking Lot,1,0,22,Broker,1,7.0,Large,18557.11,black,7454.68,5967.612859,500,1354.2,9,2,0
571504896,35,F,0,31,56897.6,1,1,Own,85029,2023-03-06,Monday,Local,0,0,86,Broker,0,6.0,Compact,22854.23,white,31556.56,4598.633499,500,1055.6,9,3,0
571567104,40,F,1,60,59036.8,0,0,Rent,20131,2023-01-24,Tuesday,Highway,2,0,79,Broker,1,3.0,Compact,41625.01,black,6347.85,6191.724331,2000,1155.97,11,3,0
571732992,59,F,0,80,65251.2,1,1,Own,85065,2023-12-10,Sunday,Parking Lot,0,0,13,Broker,0,6.0,Large,30004.19,black,14750.25,9017.533644,1000,1324.78,9,3,1
571753728,24,M,1,81,50846.4,0,1,Rent,20138,2023-03-10,Friday,Parking Lot,1,0,11,Broker,0,6.0,Large,14911.38,black,16515.16,3897.442123,500,1518.54,11,2,0
571795200,53,F,1,78,63524.8,1,1,Own,15052,2024-03-30,Saturday,Highway,0,1,86,Broker,1,5.0,Compact,14648.53,other,5841.82,913.3979747,2000,1239.06,11,3,0
571878144,57,F,1,76,64696.0,1,0,Rent,80010,2023-11-05,Sunday,Highway,0,0,97,Broker,1,3.0,Large,26912.06,black,5027.3,3469.375294,2000,1246.68,12,0,1
571961088,32,F,1,75,55464.0,0,1,Own,85054,2024-01-13,Saturday,Parking Lot,0,1,13,Broker,1,8.0,Compact,12332.31,silver,9385.18,4076.153536,500,1082.36,10,3,1
572106240,40,F,0,58,59012.8,0,0,Own,85023,2024-08-25,Sunday,Local,1,0,42,Broker,1,8.0,Compact,27985.92,blue,23437.06,3019.39044,1000,999.43,12,1,0
572147712,48,M,1,67,61928.0,0,0,Own,20151,2024-09-22,Sunday,Local,0,0,84,Broker,0,3.0,Medium,61317.52,blue,25317.48,6476.397106,1000,1726.91,10,3,0
572189184,75,F,1,63,71256.0,1,0,Own,15022,2023-10-01,Sunday,Parking Lot,1,0,85,Broker,1,7.0,Medium,22116.99,silver,17116.75,1976.583007,500,1232.57,12,1,1
572209920,44,F,1,76,60574.4,1,1,Own,80023,2024-10-06,Sunday,Local,0,0,36,Broker,1,5.0,Compact,38774.56,red,8390.34,3641.38154,500,1078.65,10,6,0
572230656,38,F,1,87,58188.8,1,0,Own,80011,2023-04-14,Friday,Highway,0,0,4,Broker,1,2.0,Medium,18375.18,blue,8856.86,6386.98598,1000,1324.78,7,4,0
572334336,43,F,1,84,60163.2,0,0,Own,80040,2024-10-24,Thursday,Local,0,0,8,Broker,1,8.0,Medium,29058.04,gray,45288.77,5275.153356,2000,1239.06,9,1,0
572479488,30,F,0,80,54406.4,1,1,Own,85030,2023-10-23,Monday,Parking Lot,0,0,70,Broker,1,7.0,Large,14959.47,blue,28795.42,4792.36177,2000,1246.68,10,0,0
572520960,38,M,1,70,58214.4,0,1,Own,20112,2024-06-03,Monday,Highway,1,0,2,Broker,1,6.0,Compact,27818.86,black,26895.72,4342.59197,500,1082.36,8,4,0
572562432,53,M,1,64,63536.0,1,0,Rent,80005,2024-10-24,Thursday,Parking Lot,0,0,87,Broker,1,3.0,Medium,19755.19,blue,22264.28,5630.482469,500,1055.6,13,9,0
572624640,47,M,0,84,61648.0,1,1,Own,80015,2024-02-23,Friday,Parking Lot,0,0,29,Broker,0,2.0,Medium,15453.23,blue,21373.63,3959.36077,2000,1155.97,10,2,0
572666112,39,M,1,41,58622.4,1,0,Rent,80108,2023-06-24,Saturday,Parking Lot,0,0,57,Broker,0,3.0,Large,20252.34,white,20429.35,6747.136573,1000,1726.91,9,4,0
572728320,53,F,1,85,63536.0,1,1,Own,20102,2023-11-03,Friday,Local,2,0,32,Broker,1,8.0,Compact,18872.78,silver,16871.75,3510.35171,500,1078.65,9,3,0
572852736,75,F,1,82,69915.2,1,1,Own,80014,2024-08-09,Friday,Local,1,0,49,Broker,1,5.0,Large,29927.23,gray,5027.3,4839.863648,500,1518.54,13,4,1
573039360,35,M,0,89,56892.8,1,0,Rent,80020,2024-10-09,Wednesday,Local,0,0,4,Broker,1,8.0,Compact,5067.2,red,28573.55,2995.707511,500,1082.36,10,4,0
573163776,40,F,1,49,59000.0,0,1,Own,85077,2023-10-04,Wednesday,Local,0,0,50,Broker,0,7.0,Large,13156.2,silver,17025.31,5722.872878,1000,999.43,8,2,1
573225984,60,M,1,77,65552.0,0,0,Rent,85033,2023-03-18,Saturday,Local,1,0,50,Broker,1,5.0,Large,30095.95,silver,14855.61,3929.21418,2000,1155.97,11,8,1
573246720,51,M,1,80,82908.8,1,0,Own,85001,2024-08-30,Friday,Local,0,0,100,Broker,0,4.0,Compact,14222.91,black,26030.0,9263.908943,1000,1726.91,10,2,0
573267456,35,F,1,80,56896.0,0,1,Rent,80016,2024-02-17,Saturday,Parking Lot,2,1,64,Broker,0,5.0,Medium,36895.67,blue,10861.58,11489.11466,500,1232.57,8,2,0
573329664,54,M,1,59,63864.0,1,0,Rent,20151,2023-07-09,Sunday,Local,0,0,98,Broker,1,4.0,Medium,13366.72,gray,5345.35,4224.427507,500,1078.65,10,4,0
573391872,67,M,1,65,67275.2,0,1,Own,50011,2023-09-07,Thursday,Local,0,0,50,Broker,1,4.0,Medium,21621.97,silver,8049.91,8730.871062,500,1518.54,8,5,0
573433344,39,F,0,77,58617.6,0,0,Own,20143,2023-10-06,Friday,Local,0,0,50,Broker,0,7.0,Compact,31587.53,gray,37332.04,10590.76165,2000,1239.06,8,3,0
573578496,34,F,1,78,56443.2,1,1,Rent,15012,2024-01-12,Friday,Parking Lot,0,0,81,Broker,1,8.0,Large,12609.96,gray,30735.8,5404.915923,500,1055.6,12,6,0
573599232,36,F,1,89,57340.8,1,0,Own,50055,2024-09-21,Saturday,Parking Lot,3,0,50,Broker,1,7.0,Compact,22407.17,black,18409.3,1753.326287,1000,999.43,9,5,0
573619968,56,M,0,81,64420.8,1,0,Own,80026,2023-09-10,Sunday,Local,0,1,1,Broker,1,5.0,Medium,13271.28,red,11979.37,9359.429777,2000,1155.97,13,2,1
573682176,48,M,1,60,61942.4,1,1,Rent,15060,2023-07-23,Sunday,Local,0,0,74,Broker,1,3.0,Medium,22031.89,black,24861.91,4106.225257,1000,1726.91,11,4,0
573702912,56,M,1,63,64422.4,1,1,Rent,50013,2023-05-08,Monday,Parking Lot,0,0,24,Broker,1,11.0,Compact,7823.3,blue,12743.9,3268.032757,500,1232.57,9,4,0
573889536,52,F,0,70,63198.4,1,0,Own,85076,2023-05-12,Friday,Local,0,1,68,Broker,1,6.0,Compact,16043.36,other,12525.73,5342.220765,1000,1324.78,8,1,0
574013952,52,M,1,56,63209.6,0,0,Own,15010,2023-01-07,Saturday,Local,0,0,49,Broker,0,4.0,Medium,24293.08,gray,8941.94,4728.504644,2000,1239.06,8,3,0
574034688,41,M,0,50,59419.2,1,1,Own,50008,2023-09-17,Sunday,Parking Lot,0,0,52,Broker,1,7.0,Large,13743.85,black,16166.29,6728.379574,2000,1246.68,7,4,1
574096896,39,F,0,91,58609.6,0,1,Rent,50047,2023-06-19,Monday,Parking Lot,2,0,53,Broker,1,4.0,Compact,32190.34,black,53996.52,5704.702343,500,1082.36,9,5,0
574117632,58,F,1,92,64977.6,1,0,Rent,20115,2024-09-07,Saturday,Highway,0,1,86,Broker,1,7.0,Compact,23913.6,silver,11720.11,3863.554095,500,1354.2,7,2,0
574262784,38,M,0,90,58198.4,1,1,Own,80038,2024-07-11,Thursday,Highway,0,0,62,Broker,0,7.0,Compact,7438.1,blue,9742.67,4237.630735,2000,1155.97,10,1,1
574428672,31,F,0,76,64953.6,1,1,Rent,85065,2024-11-18,Monday,Highway,0,0,60,Broker,0,4.0,Large,26810.89,black,10018.02,6219.323327,1000,1726.91,10,1,0
574511616,32,M,1,64,55441.6,1,1,Own,85050,2024-02-23,Friday,Highway,1,1,50,Broker,0,5.0,Large,13952.82,silver,18146.0,8111.153926,500,1232.57,12,4,0
574553088,64,F,0,69,66521.6,1,1,Rent,20117,2024-07-13,Saturday,Parking Lot,0,0,85,Broker,1,5.0,Compact,23755.12,other,11745.08,3796.104423,500,1078.65,10,8,0
574718976,28,F,1,83,53324.8,1,0,Own,20148,2024-11-06,Wednesday,Parking Lot,0,0,19,Broker,0,5.0,Large,18550.6,black,35652.2,4423.861849,2000,1246.68,13,8,0
574843392,71,F,1,43,68200.0,0,0,Own,50002,2023-10-17,Tuesday,Parking Lot,2,1,1,Broker,1,1.0,Medium,20073.84,red,15253.26,11404.24044,500,1082.36,7,6,1
574905600,49,M,1,61,62260.8,0,0,Own,80013,2024-12-28,Saturday,Local,1,0,50,Broker,0,2.0,Compact,29987.89,blue,17129.76,2440.960588,500,1055.6,10,3,1
574988544,65,F,1,38,66771.2,1,1,Own,85015,2024-05-07,Tuesday,Local,0,0,51,Broker,1,5.0,Compact,19509.0,gray,7484.11,3959.411673,1000,1726.91,10,5,1
575050752,48,F,1,33,61932.8,1,1,Own,50039,2023-02-06,Monday,Highway,0,0,48,Broker,1,5.0,Compact,9296.16,silver,23659.79,5504.282876,500,1078.65,12,5,0
575175168,42,F,1,37,79776.0,1,0,Rent,85021,2024-02-11,Sunday,Local,0,0,61,Broker,1,5.0,Large,12820.46,silver,10942.56,9325.949868,2000,1239.06,10,5,0
575320320,36,F,1,70,57328.0,1,1,Own,20131,2024-05-20,Monday,Local,0,0,94,Broker,1,3.0,Compact,30230.9,blue,20671.04,5985.297884,500,1055.6,11,2,1
575341056,47,M,1,69,61625.6,0,0,Rent,85031,2023-02-24,Friday,Local,2,0,97,Broker,1,4.0,Compact,9739.71,red,27668.99,8898.807068,1000,999.43,11,6,1
575569152,41,M,1,88,59401.6,1,1,Own,15001,2023-08-19,Saturday,Parking Lot,0,0,13,Broker,1,5.0,Large,31825.21,red,15528.04,5673.194622,500,1232.57,11,6,0
575735040,56,F,0,88,64390.4,0,1,Rent,85062,2023-08-04,Friday,Parking Lot,0,0,13,Broker,1,3.0,Compact,19175.5,silver,37099.33,0.0,2000,1239.06,9,4,1
575797248,44,F,0,31,60566.4,1,0,Own,50028,2023-12-11,Monday,Parking Lot,0,0,1,Broker,1,6.0,Large,17242.87,black,24308.9,6638.933698,2000,1246.68,11,7,0
575859456,46,M,1,72,61264.0,0,1,Rent,85069,2024-12-10,Tuesday,Highway,1,0,54,Broker,0,5.0,Compact,21753.97,gray,19671.51,7992.770187,1000,1622.67,11,6,0
575921664,37,F,0,81,57784.0,1,1,Own,15022,2024-08-25,Sunday,Parking Lot,2,0,46,Broker,1,3.0,Compact,8806.25,white,18721.24,8108.956437,500,1082.36,12,3,0
576004608,33,F,1,44,55937.6,1,0,Own,80015,2024-02-05,Monday,Local,0,0,12,Broker,1,6.0,Medium,13098.79,black,61057.14,4966.315468,500,1055.6,10,4,0
576087552,43,M,0,94,60148.8,1,0,Own,80022,2024-02-13,Tuesday,Local,0,0,50,Broker,1,4.0,Compact,27193.23,red,18875.6,7942.153811,1000,999.43,11,3,1
576108288,47,F,1,67,61585.6,1,0,Own,85061,2024-01-23,Tuesday,Local,2,0,100,Broker,1,3.0,Medium,11647.4,white,17596.32,13667.87193,2000,1155.97,10,3,0
576336384,61,M,1,76,65785.6,0,1,Rent,15027,2024-04-06,Saturday,Highway,1,0,49,Broker,1,1.0,Large,8631.93,black,60140.02,985.7612686,500,1518.54,11,5,0
576440064,41,F,1,79,59404.8,1,0,Own,20152,2023-05-09,Tuesday,Highway,1,1,22,Broker,1,7.0,Medium,8746.41,black,14920.18,5877.734695,2000,1239.06,10,4,0
576460800,45,M,1,49,60921.6,1,0,Own,20106,2023-09-24,Sunday,Highway,0,0,92,Broker,1,5.0,Compact,21789.55,other,6011.33,5811.016968,2000,1246.68,12,6,1
576668160,49,M,1,64,62252.8,1,0,Rent,20165,2023-08-30,Wednesday,Local,0,0,30,Broker,1,3.0,Medium,15544.62,white,25783.38,4261.29598,500,1082.36,10,4,1
576688896,43,M,1,68,60180.8,0,0,Own,80004,2023-06-26,Monday,Parking Lot,0,0,41,Broker,1,5.0,Compact,16448.38,silver,12042.16,5071.112051,500,1354.2,11,6,1
576854784,38,M,1,73,58217.6,1,1,Rent,80002,2023-06-22,Thursday,Highway,0,0,1,Broker,0,8.0,Medium,15787.58,red,17592.19,5906.570208,1000,1726.91,12,6,0
576896256,36,F,1,88,57318.4,1,1,Rent,15025,2024-01-22,Monday,Parking Lot,0,*,5,Broker,0,5.0,Large,22591.54,red,56381.03,3905.156294,500,1078.65,10,3,1
577062144,45,F,0,54,60907.2,1,1,Own,80108,2024-06-28,Friday,Parking Lot,0,0,3,Broker,1,3.0,Medium,7216.28,blue,23596.93,5852.755025,2000,1239.06,9,4,1
577124352,39,M,1,94,58614.4,0,1,Rent,20139,2023-04-20,Thursday,Parking Lot,0,0,99,Broker,0,6.0,Large,7932.97,gray,34975.25,3895.51193,1000,1622.67,9,3,0
577207296,57,F,1,31,64688.0,1,0,Rent,20110,2024-09-07,Saturday,Parking Lot,0,0,50,Broker,1,5.0,Medium,18952.51,silver,34333.57,5296.506535,500,1082.36,8,3,0
577248768,48,M,1,60,61928.0,1,1,Own,50007,2023-04-28,Friday,Highway,0,0,35,Broker,0,3.0,Compact,5453.45,gray,10764.29,3790.135764,500,1354.2,11,4,0
577456128,30,M,1,68,54411.2,1,1,Rent,80030,2024-03-11,Monday,Local,1,0,100,Broker,0,2.0,Medium,9535.42,red,5740.02,3436.554723,1000,999.43,7,3,0
577559808,34,M,0,81,56422.4,1,1,Rent,80042,2023-03-31,Friday,Local,0,0,98,Broker,1,5.0,Large,14668.81,red,7263.84,5526.378599,1000,1726.91,11,5,1
577601280,45,M,1,94,60910.4,1,1,Rent,85077,2024-05-30,Thursday,Local,1,0,0,Broker,1,5.0,Large,31653.44,blue,31394.47,3954.741233,500,1232.57,11,6,0
577622016,30,M,0,62,54382.4,0,1,Own,80101,2023-07-25,Tuesday,Local,0,0,50,Broker,1,7.0,Compact,20147.29,other,7712.44,3541.529413,500,1078.65,9,4,0
577663488,60,M,1,81,65526.4,1,1,Own,50002,2023-04-22,Saturday,Local,0,1,55,Broker,0,6.0,Large,23134.23,black,22785.84,4589.022739,1000,1324.78,10,6,1
577684224,43,F,1,71,60172.8,1,0,Rent,50007,2023-06-30,Friday,Local,0,1,1,Broker,1,3.0,Compact,44939.02,blue,12801.95,8768.418272,500,1518.54,7,4,0
577746432,42,M,1,26,79776.0,1,1,Own,20109,2023-08-12,Saturday,Highway,0,1,75,Broker,0,4.0,Large,24984.65,other,12096.27,8509.625836,1000,1622.67,8,8,0
577767168,52,F,1,90,63212.8,1,1,Own,20130,2023-12-06,Wednesday,Highway,0,0,56,Broker,0,8.0,Large,23606.89,other,18115.49,4988.109509,500,1082.36,11,4,1
